"No.","Time","Source","Destination","Protocol","Length","Info"
"32758","84.882315","192.168.1.26","192.168.1.12","HTTP","168","HEAD /Bliss-State-Park-To-Camp-Richardson.mp4 HTTP/1.1 "
"32760","84.882317","192.168.1.26","192.168.1.12","HTTP","146","HEAD /one-in-twenty.mp4 HTTP/1.1 "
"32792","84.906530","192.168.1.26","192.168.1.12","HTTP","138","HEAD /amy-1.mp4 HTTP/1.1 "
"32793","84.906533","192.168.1.26","192.168.1.12","HTTP","156","HEAD /1-in-20-perins-crescent.mp4 HTTP/1.1 "
"32795","84.906535","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Dartmoor-Devon-As-Flat-As-Possible.mp4 HTTP/1.1 "
"32823","84.925644","192.168.1.26","192.168.1.12","HTTP","138","HEAD /amy-2.mp4 HTTP/1.1 "
"32829","84.927497","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Panama-Canal-Entrance.mp4 HTTP/1.1 "
"32831","84.927499","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Dartmouth-Dam.mp4 HTTP/1.1 "
"32863","84.960278","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Path-O-Condie.mp4 HTTP/1.1 "
"32868","84.963141","192.168.1.26","192.168.1.12","HTTP","138","HEAD /amy-3.mp4 HTTP/1.1 "
"32869","84.963144","192.168.1.26","192.168.1.12","HTTP","143","HEAD /decker-pch.mp4 HTTP/1.1 "
"32899","84.995012","192.168.1.26","192.168.1.12","HTTP","148","HEAD /decker-westlake.mp4 HTTP/1.1 "
"32900","84.995146","192.168.1.26","192.168.1.12","HTTP","146","HEAD /peak-district.mp4 HTTP/1.1 "
"32901","84.995151","192.168.1.26","192.168.1.12","HTTP","138","HEAD /amy-4.mp4 HTTP/1.1 "
"32933","85.025973","192.168.1.26","192.168.1.12","HTTP","151","HEAD /return-of-the-pedi.mp4 HTTP/1.1 "
"32935","85.025975","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Deer-Creek-Yerba-Buena.mp4 HTTP/1.1 "
"32941","85.029764","192.168.1.26","192.168.1.12","HTTP","139","HEAD /ananga.mp4 HTTP/1.1 "
"32971","85.059413","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Derwent-Loop.mp4 HTTP/1.1 "
"32972","85.059416","192.168.1.26","192.168.1.12","HTTP","141","HEAD /dibley-2.mp4 HTTP/1.1 "
"32978","85.061813","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Anavasi-Arfara.mp4 HTTP/1.1 "
"33020","86.185601","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Anavasi-Kalamata-Kardamyli.mp4 HTTP/1.1 "
"33027","86.190407","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Devon-In-The-Spring.mp4 HTTP/1.1 "
"33028","86.190413","192.168.1.26","192.168.1.12","HTTP","145","HEAD /maligne-lake.mp4 HTTP/1.1 "
"33055","86.235654","192.168.1.26","192.168.1.12","HTTP","162","HEAD /Markleeville-to-Snowshoe-BACK.mp4 HTTP/1.1 "
"33056","86.235674","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Anavasi-Kardamyli-Kalamata.mp4 HTTP/1.1 "
"33060","86.235678","192.168.1.26","192.168.1.12","HTTP","147","HEAD /the-ridgeway-2.mp4 HTTP/1.1 "
"33088","86.258612","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Anavasi-Thouria.mp4 HTTP/1.1 "
"33096","86.262016","192.168.1.26","192.168.1.12","HTTP","140","HEAD /MD-RAAM.mp4 HTTP/1.1 "
"33097","86.262018","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Kerry-Brown.mp4 HTTP/1.1 "
"33129","86.285180","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Dashwood.mp4 HTTP/1.1 "
"33131","86.285182","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Ancient-Messini.mp4 HTTP/1.1 "
"33137","86.286144","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Ditchling-Beacon-OC-22.mp4 HTTP/1.1 "
"33167","86.314235","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Hellfire-50.mp4 HTTP/1.1 "
"33168","86.314238","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Cornwalls-Doc-Martin-Country.mp4 HTTP/1.1 "
"33169","86.314239","192.168.1.26","192.168.1.12","HTTP","145","HEAD /andratx-2018.mp4 HTTP/1.1 "
"33200","86.340820","192.168.1.26","192.168.1.12","HTTP","142","HEAD /autodrome.mp4 HTTP/1.1 "
"33201","86.340826","192.168.1.26","192.168.1.12","HTTP","145","HEAD /soller-coast.mp4 HTTP/1.1 "
"33202","86.340828","192.168.1.26","192.168.1.12","HTTP","142","HEAD /sata-pass.mp4 HTTP/1.1 "
"33235","86.368448","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Anfi-to-Taurito-Loop.mp4 HTTP/1.1 "
"33237","86.368450","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Oban-to-Dunbeg-Back.mp4 HTTP/1.1 "
"33238","86.368451","192.168.1.26","192.168.1.12","HTTP","148","HEAD /The-Skellig-Way.mp4 HTTP/1.1 "
"33265","86.393757","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Alqudra-Cycling-Track-The-Stick.mp4 HTTP/1.1 "
"33266","86.393758","192.168.1.26","192.168.1.12","HTTP","140","HEAD /angliru.mp4 HTTP/1.1 "
"33274","86.397091","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Dungeness.mp4 HTTP/1.1 "
"33305","86.413751","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Ano-Verga.mp4 HTTP/1.1 "
"33306","86.413755","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Kirkstone-Pass-Struggle.mp4 HTTP/1.1 "
"33313","86.417828","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Dunkery-Beacon-OC-5.mp4 HTTP/1.1 "
"33343","86.439648","192.168.1.26","192.168.1.12","HTTP","140","HEAD /Antwerp.mp4 HTTP/1.1 "
"33344","86.439651","192.168.1.26","192.168.1.12","HTTP","140","HEAD /bowland.mp4 HTTP/1.1 "
"33352","86.442202","192.168.1.26","192.168.1.12","HTTP","151","HEAD /lochan-lun-da-brha.mp4 HTTP/1.1 "
"33378","86.460746","192.168.1.26","192.168.1.12","HTTP","142","HEAD /tumble-4K.mp4 HTTP/1.1 "
"33385","86.463066","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Training-Route-MVP.mp4 HTTP/1.1 "
"33386","86.463070","192.168.1.26","192.168.1.12","HTTP","180","HEAD /East-Perth-To-Crawley-Via-South-Perth-Foreshore.mp4 HTTP/1.1 "
"33413","86.487128","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Ebbetts-North-NEW.mp4 HTTP/1.1 "
"33420","86.489781","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Aquila-Game-Drive.mp4 HTTP/1.1 "
"33421","86.489792","192.168.1.26","192.168.1.12","HTTP","147","HEAD /volcano-4-laps.mp4 HTTP/1.1 "
"33454","86.515439","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Arawaka-River.mp4 HTTP/1.1 "
"33455","86.515445","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Ebbetts-South-Ascent.mp4 HTTP/1.1 "
"33456","86.515446","192.168.1.26","192.168.1.12","HTTP","141","HEAD /The-Wall.mp4 HTTP/1.1 "
"33487","86.543698","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Egton-High-Moor.mp4 HTTP/1.1 "
"33491","86.544052","192.168.1.26","192.168.1.12","HTTP","145","HEAD /steall-gorge.mp4 HTTP/1.1 "
"33492","86.544055","192.168.1.26","192.168.1.12","HTTP","141","HEAD /malverns.mp4 HTTP/1.1 "
"33527","86.565108","192.168.1.26","192.168.1.12","HTTP","162","HEAD /Arguineguin-to-Meloneras-Loop.mp4 HTTP/1.1 "
"33528","86.565111","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Wrynose-Hardknott-E-W.mp4 HTTP/1.1 "
"33529","86.565112","192.168.1.26","192.168.1.12","HTTP","145","HEAD /ejector-seat.mp4 HTTP/1.1 "
"33558","86.590819","192.168.1.26","192.168.1.12","HTTP","151","HEAD /mens-itt-yorkshire.mp4 HTTP/1.1 "
"33559","86.590820","192.168.1.26","192.168.1.12","HTTP","184","HEAD /Thesen-Island-to-Knysna-East-Heads-via-Gouna-Forest.mp4 HTTP/1.1 "
"33566","86.591323","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Arguineguin-to-Soria.mp4 HTTP/1.1 "
"33598","86.614476","192.168.1.26","192.168.1.12","HTTP","144","HEAD /This-Way-Up.mp4 HTTP/1.1 "
"33599","86.614483","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Els-Angels.mp4 HTTP/1.1 "
"33600","86.614484","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Around-Lake-Ontake.mp4 HTTP/1.1 "
"33629","86.636869","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Around-Rocky-Valley-Storage.mp4 HTTP/1.1 "
"33631","86.636871","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Emerald-Bakery-Loop.mp4 HTTP/1.1 "
"33632","86.636872","192.168.1.26","192.168.1.12","HTTP","158","HEAD /1000-island-parkway-short.mp4 HTTP/1.1 "
"33667","86.662522","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Empire-Road-to-Pottle-Hill.mp4 HTTP/1.1 "
"33668","86.662527","192.168.1.26","192.168.1.12","HTTP","146","HEAD /three-larches.mp4 HTTP/1.1 "
"33669","86.662528","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Scenic-Bavaria-One.mp4 HTTP/1.1 "
"33698","86.692901","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Swan-River-Loop.mp4 HTTP/1.1 "
"33700","86.692908","192.168.1.26","192.168.1.12","HTTP","143","HEAD /encinal-19.mp4 HTTP/1.1 "
"33706","86.693238","192.168.1.26","192.168.1.12","HTTP","141","HEAD /wk-runde.mp4 HTTP/1.1 "
"33735","86.714490","192.168.1.26","192.168.1.12","HTTP","144","HEAD /PorlockHill.mp4 HTTP/1.1 "
"33736","86.714496","192.168.1.26","192.168.1.12","HTTP","150","HEAD /arthurs-seat-2018.mp4 HTTP/1.1 "
"33737","86.714497","192.168.1.26","192.168.1.12","HTTP","144","HEAD /timmelsjoch.mp4 HTTP/1.1 "
"33768","86.747088","192.168.1.26","192.168.1.12","HTTP","176","HEAD /Arthurs-Seat-Main-Ridge-And-Red-Hill-Climbs.mp4 HTTP/1.1 "
"33770","86.747095","192.168.1.26","192.168.1.12","HTTP","140","HEAD /lanes-3.mp4 HTTP/1.1 "
"33776","86.747320","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Essex-Roads-One.mp4 HTTP/1.1 "
"33812","86.770797","192.168.1.26","192.168.1.12","HTTP","162","HEAD /Enter-Edinburgh-From-The-East.mp4 HTTP/1.1 "
"33813","86.770800","192.168.1.26","192.168.1.12","HTTP","144","HEAD /To-The-Dogs.mp4 HTTP/1.1 "
"33814","86.770800","192.168.1.26","192.168.1.12","HTTP","157","HEAD /Arthurs-Seat-To-Flinders.mp4 HTTP/1.1 "
"33845","86.795301","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Artignosc-Verdon.mp4 HTTP/1.1 "
"33846","86.795302","192.168.1.26","192.168.1.12","HTTP","152","HEAD /To-the-laboratories.mp4 HTTP/1.1 "
"33847","86.795303","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Erlhofplatte.mp4 HTTP/1.1 "
"33873","86.815211","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Alqudra-Cycling-Track-To-The-Trees.mp4 HTTP/1.1 "
"33878","86.815364","192.168.1.26","192.168.1.12","HTTP","151","HEAD /as-flat-as-it-gets.mp4 HTTP/1.1 "
"33879","86.815365","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Dutch-Ride.mp4 HTTP/1.1 "
"33909","86.835855","192.168.1.26","192.168.1.12","HTTP","166","HEAD /Ascent-From-Celje-To-Celjska-Koca.mp4 HTTP/1.1 "
"33919","86.838762","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Escape-from-Mersea.mp4 HTTP/1.1 "
"33920","86.838768","192.168.1.26","192.168.1.12","HTTP","146","HEAD /stage-1-final.mp4 HTTP/1.1 "
"33952","86.869942","192.168.1.26","192.168.1.12","HTTP","158","HEAD /Ashuwillticook-Rail-Trail.mp4 HTTP/1.1 "
"33953","86.869947","192.168.1.26","192.168.1.12","HTTP","155","HEAD /etsch-bikepath-to-nals.mp4 HTTP/1.1 "
"33954","86.869949","192.168.1.26","192.168.1.12","HTTP","151","HEAD /stage-2-long-final.mp4 HTTP/1.1 "
"33983","86.898640","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-3.mp4 HTTP/1.1 "
"33985","86.899053","192.168.1.26","192.168.1.12","HTTP","152","HEAD /National%20ITT-2021.mp4 HTTP/1.1 "
"33986","86.899056","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Evans-Notch.mp4 HTTP/1.1 "
"34020","86.919122","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Gerlospa-Everesting.mp4 HTTP/1.1 "
"34022","86.919127","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-4.mp4 HTTP/1.1 "
"34024","86.919129","192.168.1.26","192.168.1.12","HTTP","152","HEAD /National%20ITT-2021.mp4 HTTP/1.1 "
"34057","86.940047","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-5.mp4 HTTP/1.1 "
"34059","86.940526","192.168.1.26","192.168.1.12","HTTP","149","HEAD /National-RR-2021.mp4 HTTP/1.1 "
"34062","86.940529","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Uluru-Ride-short.mp4 HTTP/1.1 "
"34088","86.963471","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Fall-Horse-Country.mp4 HTTP/1.1 "
"34096","86.964633","192.168.1.26","192.168.1.12","HTTP","139","HEAD /TT-U23.mp4 HTTP/1.1 "
"34101","86.966894","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-6.mp4 HTTP/1.1 "
"34124","86.987605","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Falls-Creek-Climb.mp4 HTTP/1.1 "
"34135","86.998912","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Ride-Through-Karsau.mp4 HTTP/1.1 "
"34136","86.998916","192.168.1.26","192.168.1.12","HTTP","146","HEAD /stage-7-fixed.mp4 HTTP/1.1 "
"34160","87.018761","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Falls-Creek-Gravel.mp4 HTTP/1.1 "
"34168","87.024146","192.168.1.26","192.168.1.12","HTTP","140","HEAD /stage-8.mp4 HTTP/1.1 "
"34174","87.026979","192.168.1.26","192.168.1.12","HTTP","140","HEAD /AvioSan.mp4 HTTP/1.1 "
"34191","87.045874","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Falzarego-and-Giau.mp4 HTTP/1.1 "
"34203","87.062365","192.168.1.26","192.168.1.12","HTTP","148","HEAD /axel-hill-climb.mp4 HTTP/1.1 "
"34204","87.062371","192.168.1.26","192.168.1.12","HTTP","144","HEAD /stage-6-itt.mp4 HTTP/1.1 "
"34224","87.073262","192.168.1.26","192.168.1.12","HTTP","147","HEAD /ballarat-fondo.mp4 HTTP/1.1 "
"34235","87.175985","192.168.1.26","192.168.1.12","HTTP","144","HEAD /tob-stage-7.mp4 HTTP/1.1 "
"34236","87.175992","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Ayacata-Cruz-de-San-Antonio.mp4 HTTP/1.1 "
"34253","87.184486","192.168.1.26","192.168.1.12","HTTP","142","HEAD /road-race.mp4 HTTP/1.1 "
"34276","87.205607","192.168.1.26","192.168.1.12","HTTP","188","HEAD /St-Austell-To-Bodmin-Cornwall-Stage-One-Tour-Of-Britain.mp4 HTTP/1.1 "
"34278","87.205613","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Ayala-Alabang-Loop.mp4 HTTP/1.1 "
"34291","87.225687","192.168.1.26","192.168.1.12","HTTP","148","HEAD /feduni-tt-green.mp4 HTTP/1.1 "
"34316","87.328462","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Moretonhampstead-To-Exeter.mp4 HTTP/1.1 "
"34317","87.328467","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Ayios-Sozon-Switchbacks.mp4 HTTP/1.1 "
"34325","87.383736","192.168.1.26","192.168.1.12","HTTP","148","HEAD /feduni-pink-lap.mp4 HTTP/1.1 "
"34349","87.498373","192.168.1.26","192.168.1.12","HTTP","169","HEAD /Carlisle-To-Gatehead-Tour-Of-Britain.mp4 HTTP/1.1 "
"34351","87.498375","192.168.1.26","192.168.1.12","HTTP","158","HEAD /Ayios-Sozon-from-Kalamata.mp4 HTTP/1.1 "
"34379","87.757490","192.168.1.26","192.168.1.12","HTTP","146","HEAD /feduni-tt-red.mp4 HTTP/1.1 "
"34380","87.757496","192.168.1.26","192.168.1.12","HTTP","141","HEAD /BHQ-Loop.mp4 HTTP/1.1 "
"34381","87.757497","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Tour-Of-Britain-Stage-Eight.mp4 HTTP/1.1 "
"34412","87.791996","192.168.1.26","192.168.1.12","HTTP","153","HEAD /tokyo-elite-tt-1-lap.mp4 HTTP/1.1 "
"34419","87.798565","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Bailey-Island.mp4 HTTP/1.1 "
"34420","87.798571","192.168.1.26","192.168.1.12","HTTP","149","HEAD /feduni-elite-men.mp4 HTTP/1.1 "
"34448","87.826959","192.168.1.26","192.168.1.12","HTTP","150","HEAD /TorboleBrentonico.mp4 HTTP/1.1 "
"34449","87.826960","192.168.1.26","192.168.1.12","HTTP","139","HEAD /fedeia.mp4 HTTP/1.1 "
"34454","87.835620","192.168.1.26","192.168.1.12","HTTP","141","HEAD /banff-4k.mp4 HTTP/1.1 "
"34479","87.858406","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Baringo-Loop.mp4 HTTP/1.1 "
"34481","87.858408","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Torres-De-Clayton.mp4 HTTP/1.1 "
"34493","87.873539","192.168.1.26","192.168.1.12","HTTP","139","HEAD /Felter.mp4 HTTP/1.1 "
"34510","87.881477","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Barranco-Mogan.mp4 HTTP/1.1 "
"34511","87.881481","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Tour-De-North-Norfolk.mp4 HTTP/1.1 "
"34537","87.892909","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Felton-Empire-Rd.mp4 HTTP/1.1 "
"34544","87.897648","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Barranco-de-las-Aldea.mp4 HTTP/1.1 "
"34545","87.897651","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Stirling.mp4 HTTP/1.1 "
"34575","87.912257","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Baudinard-Verdon.mp4 HTTP/1.1 "
"34576","87.912258","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Fernwood.mp4 HTTP/1.1 "
"34577","87.912259","192.168.1.26","192.168.1.12","HTTP","143","HEAD /GP-Gadneau.mp4 HTTP/1.1 "
"34606","87.931438","192.168.1.26","192.168.1.12","HTTP","157","HEAD /tour-de-romandie-2019-tt.mp4 HTTP/1.1 "
"34608","87.931440","192.168.1.26","192.168.1.12","HTTP","149","HEAD /FlandersBlueLoop.mp4 HTTP/1.1 "
"34610","87.931442","192.168.1.26","192.168.1.12","HTTP","176","HEAD /Bawdsey-To-Shingles-Street-Suffolk-Part-One.mp4 HTTP/1.1 "
"34644","87.948291","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Ardeche-Rit-Short.mp4 HTTP/1.1 "
"34645","87.948294","192.168.1.26","192.168.1.12","HTTP","176","HEAD /Bawdsey-To-Shingles-Street-Suffolk-Part-Two.mp4 HTTP/1.1 "
"34646","87.948295","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Flying-Airport-Loop.mp4 HTTP/1.1 "
"34682","87.966637","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Tre-Croci.mp4 HTTP/1.1 "
"34683","87.966638","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Flying-Airport-Loop-Reverse.mp4 HTTP/1.1 "
"34684","87.966639","192.168.1.26","192.168.1.12","HTTP","139","HEAD /Alpine.mp4 HTTP/1.1 "
"34709","87.992859","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Forcola-di-Livigno.mp4 HTTP/1.1 "
"34710","87.992874","192.168.1.26","192.168.1.12","HTTP","146","HEAD /King-Mountain.mp4 HTTP/1.1 "
"34724","87.995640","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Tremola-From-Airolo.mp4 HTTP/1.1 "
"34748","88.011158","192.168.1.26","192.168.1.12","HTTP","147","HEAD /bgs-oberbecken.mp4 HTTP/1.1 "
"34749","88.011160","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Forth-Bridges.mp4 HTTP/1.1 "
"34753","88.011452","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Triple-Trouble-in-the-Surrey-Hills.mp4 HTTP/1.1 "
"34788","88.034000","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Kufstein.mp4 HTTP/1.1 "
"34789","88.034001","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Circuit-Zolder.mp4 HTTP/1.1 "
"34790","88.034002","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Tripp-Pond-Loop.mp4 HTTP/1.1 "
"34820","88.052068","192.168.1.26","192.168.1.12","HTTP","144","HEAD /london-laps.mp4 HTTP/1.1 "
"34821","88.052069","192.168.1.26","192.168.1.12","HTTP","143","HEAD /trois-epis.mp4 HTTP/1.1 "
"34823","88.052070","192.168.1.26","192.168.1.12","HTTP","146","HEAD /willunga-full.mp4 HTTP/1.1 "
"34862","88.177785","192.168.1.26","192.168.1.12","HTTP","157","HEAD /Frankonian-Windmill-Ride.mp4 HTTP/1.1 "
"34863","88.177791","192.168.1.26","192.168.1.12","HTTP","152","HEAD /beach-road-complete.mp4 HTTP/1.1 "
"34864","88.177792","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Tunitas-v2.mp4 HTTP/1.1 "
"34871","88.185460","192.168.1.26","192.168.1.12","HTTP","157","[TCP Spurious Retransmission] HEAD /Frankonian-Windmill-Ride.mp4 HTTP/1.1 "
"34872","88.185464","192.168.1.26","192.168.1.12","HTTP","152","[TCP Spurious Retransmission] HEAD /beach-road-complete.mp4 HTTP/1.1 "
"34875","88.185985","192.168.1.26","192.168.1.12","HTTP","143","[TCP Spurious Retransmission] HEAD /Tunitas-v2.mp4 HTTP/1.1 "
"34905","88.211823","192.168.1.26","192.168.1.12","HTTP","158","HEAD /beach-road-mordi-st-kilda.mp4 HTTP/1.1 "
"34906","88.211827","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Frank-Sound-58.mp4 HTTP/1.1 "
"34907","88.211828","192.168.1.26","192.168.1.12","HTTP","154","HEAD /twin-peaks-double-dip.mp4 HTTP/1.1 "
"34943","88.239364","192.168.1.26","192.168.1.12","HTTP","147","HEAD /two-bays-climb.mp4 HTTP/1.1 "
"34946","88.240440","192.168.1.26","192.168.1.12","HTTP","169","HEAD /Mt-Eliza-Loop-Via-Wooralla-Dve-Climb.mp4 HTTP/1.1 "
"34951","88.249284","192.168.1.26","192.168.1.12","HTTP","158","HEAD /beach-road-st-kilda-mordi.mp4 HTTP/1.1 "
"34970","88.264811","192.168.1.26","192.168.1.12","HTTP","154","HEAD /UCI-Worlds-2021-Local.mp4 HTTP/1.1 "
"34972","88.264818","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Franschoek-Pass.mp4 HTTP/1.1 "
"34987","88.273873","192.168.1.26","192.168.1.12","HTTP","155","HEAD /beach-road-complete-21.mp4 HTTP/1.1 "
"35012","88.294587","192.168.1.26","192.168.1.12","HTTP","149","HEAD /university-climb.mp4 HTTP/1.1 "
"35013","88.294590","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-2.mp4 HTTP/1.1 "
"35023","88.302892","192.168.1.26","192.168.1.12","HTTP","140","HEAD /Bealach.mp4 HTTP/1.1 "
"35039","88.314522","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Furka-Pass-from-Gletsch.mp4 HTTP/1.1 "
"35045","88.330523","192.168.1.26","192.168.1.12","HTTP","163","HEAD /University-Of-WA-To-East-Perth.mp4 HTTP/1.1 "
"35062","88.337834","192.168.1.26","192.168.1.12","HTTP","143","HEAD /gampenpass.mp4 HTTP/1.1 "
"35064","88.337839","192.168.1.26","192.168.1.12","HTTP","146","HEAD /bear-mountain.mp4 HTTP/1.1 "
"35088","88.354957","192.168.1.26","192.168.1.12","HTTP","148","HEAD /South-Up-Cleish.mp4 HTTP/1.1 "
"35101","88.365160","192.168.1.26","192.168.1.12","HTTP","151","HEAD /gampenpass-shorter.mp4 HTTP/1.1 "
"35107","88.376313","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Bear-Notch.mp4 HTTP/1.1 "
"35120","88.391394","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Up-The-Dragon.mp4 HTTP/1.1 "
"35132","88.399113","192.168.1.26","192.168.1.12","HTTP","150","HEAD /GargnanoCapovalle.mp4 HTTP/1.1 "
"35140","88.410366","192.168.1.26","192.168.1.12","HTTP","142","HEAD /beechmont.mp4 HTTP/1.1 "
"35160","88.432583","192.168.1.26","192.168.1.12","HTTP","145","HEAD /shaking-moss.mp4 HTTP/1.1 "
"35162","88.432585","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-8.mp4 HTTP/1.1 "
"35175","88.444550","192.168.1.26","192.168.1.12","HTTP","140","HEAD /Belchen.mp4 HTTP/1.1 "
"35195","88.456820","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Uriarra-Stromlo.mp4 HTTP/1.1 "
"35201","88.460162","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Toon-Loop-Reverse.mp4 HTTP/1.1 "
"35209","88.468094","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Belmont-Ride.mp4 HTTP/1.1 "
"35235","88.493029","192.168.1.26","192.168.1.12","HTTP","138","HEAD /gaula.mp4 HTTP/1.1 "
"35236","88.493033","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Uttendorf-Hochsonnberg.mp4 HTTP/1.1 "
"35246","88.505619","192.168.1.26","192.168.1.12","HTTP","155","HEAD /New-England-Tablelands.mp4 HTTP/1.1 "
"35269","88.526576","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Valkenburg.mp4 HTTP/1.1 "
"35270","88.526576","192.168.1.26","192.168.1.12","HTTP","184","HEAD /Gedre-Gavarnie-and-Col-de-Tentes-from-Saint-Sauveur.mp4 HTTP/1.1 "
"35276","88.535222","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Benson-and-Hedges.mp4 HTTP/1.1 "
"35305","88.557705","192.168.1.26","192.168.1.12","HTTP","158","HEAD /Geraardsberegn-Top-Leberg.mp4 HTTP/1.1 "
"35306","88.557708","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Valley-Of-Fire.mp4 HTTP/1.1 "
"35313","88.560115","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Bentons-Road-Loop.mp4 HTTP/1.1 "
"35338","88.578790","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Valley-of-Muhlbach.mp4 HTTP/1.1 "
"35346","88.594402","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Gerlospa-Everesting.mp4 HTTP/1.1 "
