"No.","Time","Source","Destination","Protocol","Length","Info"
"17523","69.036898","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Fodom-Loop-Clockwise.mp4 HTTP/1.1 "
"17537","69.052005","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Hidden-Valley-out-and-back.mp4 HTTP/1.1 "
"17547","69.064995","192.168.1.26","192.168.1.12","HTTP","160","HEAD /stelvio-bormio-klaus-edited.mp4 HTTP/1.1 "
"17553","69.175895","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Moelten-Meran.mp4 HTTP/1.1 "
"17571","69.187480","192.168.1.26","192.168.1.12","HTTP","152","HEAD /stelvio-prato-klaus.mp4 HTTP/1.1 "
"17583","69.201829","192.168.1.26","192.168.1.12","HTTP","146","HEAD /highwood-pass.mp4 HTTP/1.1 "
"17592","69.212025","192.168.1.26","192.168.1.12","HTTP","147","HEAD /passo-di-gavia.mp4 HTTP/1.1 "
"17610","69.239044","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Passo-Gavia-from-Ponte-di-Lengo.mp4 HTTP/1.1 "
"17612","69.239050","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Hintersee.mp4 HTTP/1.1 "
"17632","69.264552","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Hirzel-Hohi-from-Sihlbrugg.mp4 HTTP/1.1 "
"17637","69.266728","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Passo-Gavia-from-Ponte-di-Lengo.mp4 HTTP/1.1 "
"17653","69.295095","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Hirzel-Rundi.mp4 HTTP/1.1 "
"17655","69.295097","192.168.1.26","192.168.1.12","HTTP","137","HEAD /giau.mp4 HTTP/1.1 "
"17681","69.321365","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Passo-di-Monte-Croce.mp4 HTTP/1.1 "
"17682","69.321366","192.168.1.26","192.168.1.12","HTTP","142","HEAD /hochrhoen.mp4 HTTP/1.1 "
"17704","69.405171","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Hochsonnbergalm-Piesendorf.mp4 HTTP/1.1 "
"17712","69.416579","192.168.1.26","192.168.1.12","HTTP","142","HEAD /patterson.mp4 HTTP/1.1 "
"17733","69.456841","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Holme-Moss.mp4 HTTP/1.1 "
"17734","69.456845","192.168.1.26","192.168.1.12","HTTP","138","HEAD /patto.mp4 HTTP/1.1 "
"17754","69.487842","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Pa-Thurn-Loop.mp4 HTTP/1.1 "
"17760","69.488936","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-1.mp4 HTTP/1.1 "
"17782","69.523764","192.168.1.26","192.168.1.12","HTTP","143","HEAD /home-again.mp4 HTTP/1.1 "
"17783","69.523768","192.168.1.26","192.168.1.12","HTTP","158","HEAD /Pencaitland-Railway-Trail.mp4 HTTP/1.1 "
"17805","69.551817","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Penguin-Parade-To-Rhyll.mp4 HTTP/1.1 "
"17809","69.555687","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Homeward-Bound.mp4 HTTP/1.1 "
"17830","69.578326","192.168.1.26","192.168.1.12","HTTP","170","HEAD /Pennsylvania-Farm-Land-Gentle-Rollers.mp4 HTTP/1.1 "
"17837","69.593611","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Ocean-Park-Peak-Chum-Hom-Cok.mp4 HTTP/1.1 "
"17849","69.604700","192.168.1.26","192.168.1.12","HTTP","167","HEAD /penrith-to-greystoke-rollercoaster.mp4 HTTP/1.1 "
"17866","69.622376","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Hook-Head-Peninsula.mp4 HTTP/1.1 "
"17872","69.623005","192.168.1.26","192.168.1.12","HTTP","145","HEAD /cookie-fondo.mp4 HTTP/1.1 "
"17899","69.694479","192.168.1.26","192.168.1.12","HTTP","163","HEAD /Hope-Valley-To-Lower-Blue-Lake.mp4 HTTP/1.1 "
"17900","69.694482","192.168.1.26","192.168.1.12","HTTP","153","HEAD /cookie-fondo-short-2.mp4 HTTP/1.1 "
"17922","69.718157","192.168.1.26","192.168.1.12","HTTP","151","HEAD /4-min-hill-efforts.mp4 HTTP/1.1 "
"17927","69.722699","192.168.1.26","192.168.1.12","HTTP","147","HEAD /pico-de-veleta.mp4 HTTP/1.1 "
"17947","69.750645","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Humpty-Dumpty-Dunmore-Hills.mp4 HTTP/1.1 "
"17955","69.756894","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Pico-de-las-Nieves.mp4 HTTP/1.1 "
"17976","69.778080","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Hurricane-Mountain.mp4 HTTP/1.1 "
"17981","69.782226","192.168.1.26","192.168.1.12","HTTP","156","HEAD /PinePoint-to-Camp-Ellis.mp4 HTTP/1.1 "
"18001","69.804911","192.168.1.26","192.168.1.12","HTTP","158","HEAD /Hurricane-Mt-Heading-West.mp4 HTTP/1.1 "
"18007","69.807647","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Plansee-Falkenstein.mp4 HTTP/1.1 "
"18028","69.834459","192.168.1.26","192.168.1.12","HTTP","137","HEAD /hoch.mp4 HTTP/1.1 "
"18029","69.834464","192.168.1.26","192.168.1.12","HTTP","145","HEAD /play-teres-1.mp4 HTTP/1.1 "
"18053","69.861595","192.168.1.26","192.168.1.12","HTTP","139","HEAD /weihai.mp4 HTTP/1.1 "
"18054","69.861598","192.168.1.26","192.168.1.12","HTTP","145","HEAD /pdlA-tiede-1.mp4 HTTP/1.1 "
"18072","69.897932","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Idaho-City-To-Lowman.mp4 HTTP/1.1 "
"18073","69.897933","192.168.1.26","192.168.1.12","HTTP","144","HEAD /PdlA_Teide2.mp4 HTTP/1.1 "
"18100","69.923499","192.168.1.26","192.168.1.12","HTTP","156","HEAD /PdlA-Teide-Part3-audio2.mp4 HTTP/1.1 "
"18101","69.923503","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Incline-Village-To-Glenbrook.mp4 HTTP/1.1 "
"18125","69.954853","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Pleasant-Valley.mp4 HTTP/1.1 "
"18126","69.954856","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Inkpen-Hill.mp4 HTTP/1.1 "
"18146","69.976082","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Innerdalen.mp4 HTTP/1.1 "
"18153","69.988617","192.168.1.26","192.168.1.12","HTTP","161","HEAD /Plymouth-Historic-Waterfront.mp4 HTTP/1.1 "
"18165","70.001016","192.168.1.26","192.168.1.12","HTTP","163","HEAD /East-Ipswich-to-Otley-and-back.mp4 HTTP/1.1 "
"18179","70.012422","192.168.1.26","192.168.1.12","HTTP","137","HEAD /mad3.mp4 HTTP/1.1 "
"18190","70.022355","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Irish-Hearthlands.mp4 HTTP/1.1 "
"18203","70.036015","192.168.1.26","192.168.1.12","HTTP","168","HEAD /port-de-bales-from-mauleon-barousse.mp4 HTTP/1.1 "
"18209","70.054570","192.168.1.26","192.168.1.12","HTTP","148","HEAD /ivinghoe-beacon.mp4 HTTP/1.1 "
"18237","70.178737","192.168.1.26","192.168.1.12","HTTP","140","HEAD /Jamison.mp4 HTTP/1.1 "
"18251","70.188495","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Potraro-going-East.mp4 HTTP/1.1 "
"18272","70.213809","192.168.1.26","192.168.1.12","HTTP","145","HEAD /jebel-alawaz.mp4 HTTP/1.1 "
"18273","70.213810","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Potraro-to-Leo-Carillo.mp4 HTTP/1.1 "
"18295","70.237012","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Jebel-Hafeet.mp4 HTTP/1.1 "
"18296","70.237013","192.168.1.26","192.168.1.12","HTTP","146","HEAD /stilfs-sulden.mp4 HTTP/1.1 "
"18317","70.270400","192.168.1.26","192.168.1.12","HTTP","184","HEAD /Prebolt-Cottage-Under-Reska-Planina-Podmeja-Prebolt.mp4 HTTP/1.1 "
"18318","70.270401","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Thompson-Lake.mp4 HTTP/1.1 "
"18337","70.299396","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Jolly-Acres-Gravel-Loop.mp4 HTTP/1.1 "
"18338","70.299402","192.168.1.26","192.168.1.12","HTTP","151","HEAD /preseli-hill-climb.mp4 HTTP/1.1 "
"18364","70.328913","192.168.1.26","192.168.1.12","HTTP","156","HEAD /journey-to-middle-earth.mp4 HTTP/1.1 "
"18365","70.328918","192.168.1.26","192.168.1.12","HTTP","154","HEAD /PrettyBoytoRavensLoop.mp4 HTTP/1.1 "
"18386","70.352896","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Juanita-And-Inglewood.mp4 HTTP/1.1 "
"18390","70.363648","192.168.1.26","192.168.1.12","HTTP","170","HEAD /Puerto-de-Mogan-to-Pico-de-las-Nieves.mp4 HTTP/1.1 "
"18407","70.377319","192.168.1.26","192.168.1.12","HTTP","165","HEAD /Cape-Town-Cycling-Tour-Stage-Two.mp4 HTTP/1.1 "
"18420","70.393534","192.168.1.26","192.168.1.12","HTTP","148","HEAD /puig-major-2018.mp4 HTTP/1.1 "
"18429","70.409103","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Kalser-Glocknerstrasse-Lucknerhaus.mp4 HTTP/1.1 "
"18440","70.425192","192.168.1.26","192.168.1.12","HTTP","139","HEAD /PunVel.mp4 HTTP/1.1 "
"18460","70.449778","192.168.1.26","192.168.1.12","HTTP","143","HEAD /kar-schanz.mp4 HTTP/1.1 "
"18463","70.450499","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Querenca-Barranco.mp4 HTTP/1.1 "
"18483","70.476288","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Quimby-East.mp4 HTTP/1.1 "
"18484","70.476292","192.168.1.26","192.168.1.12","HTTP","149","HEAD /kentish-cruise-2.mp4 HTTP/1.1 "
"18510","70.512882","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Quimby-Road.mp4 HTTP/1.1 "
"18511","70.512885","192.168.1.26","192.168.1.12","HTTP","147","HEAD /kentish-warmup.mp4 HTTP/1.1 "
"18534","70.541649","192.168.1.26","192.168.1.12","HTTP","157","HEAD /tour-de-romandie-2019-tt.mp4 HTTP/1.1 "
"18535","70.541653","192.168.1.26","192.168.1.12","HTTP","146","HEAD /kew-boulevard.mp4 HTTP/1.1 "
"18555","70.571610","192.168.1.26","192.168.1.12","HTTP","148","HEAD /radnage-rampage.mp4 HTTP/1.1 "
"18560","70.579310","192.168.1.26","192.168.1.12","HTTP","141","HEAD /kew-laps.mp4 HTTP/1.1 "
"18580","70.597795","192.168.1.26","192.168.1.12","HTTP","143","HEAD /randa-2018.mp4 HTTP/1.1 "
"18585","70.603942","192.168.1.26","192.168.1.12","HTTP","141","HEAD /kew-laps.mp4 HTTP/1.1 "
"18607","70.623071","192.168.1.26","192.168.1.12","HTTP","159","HEAD /From-Razen-to-Antholzersee.mp4 HTTP/1.1 "
"18617","70.634110","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Kew-Criterium.mp4 HTTP/1.1 "
"18632","70.648780","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Ratenpass-From-The-Agerisee.mp4 HTTP/1.1 "
"18642","70.660695","192.168.1.26","192.168.1.12","HTTP","147","HEAD /kidstones-bank.mp4 HTTP/1.1 "
"18659","70.677181","192.168.1.26","192.168.1.12","HTTP","153","HEAD /rattlesnake-corridor.mp4 HTTP/1.1 "
"18670","70.690981","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Sa-Calobra-Ride.mp4 HTTP/1.1 "
"18681","70.703902","192.168.1.26","192.168.1.12","HTTP","157","HEAD /ravine-climb-to-overlook.mp4 HTTP/1.1 "
"18693","70.720047","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Killarney-Race-Tracks.mp4 HTTP/1.1 "
"18706","70.734890","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Lands-End-to-John-O-Groats.mp4 HTTP/1.1 "
"18716","70.745826","192.168.1.26","192.168.1.12","HTTP","141","HEAD /kinglake.mp4 HTTP/1.1 "
"18732","70.759441","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Red-Bank-Blea-Tarn-N-S.mp4 HTTP/1.1 "
"18744","70.775664","192.168.1.26","192.168.1.12","HTTP","169","HEAD /South-Devon-Kingsbridge-to-Dartmouth.mp4 HTTP/1.1 "
"18756","70.790468","192.168.1.26","192.168.1.12","HTTP","164","HEAD /blue-diamond-to-red-rock-canyon.mp4 HTTP/1.1 "
"18769","70.806710","192.168.1.26","192.168.1.12","HTTP","145","HEAD /BK-Linderhof.mp4 HTTP/1.1 "
"18782","70.823358","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Red-Wharf-Bay.mp4 HTTP/1.1 "
"18794","70.836424","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Falkenstein-Neuschwanstein.mp4 HTTP/1.1 "
"18804","70.845613","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Reddish-Knob-Climb.mp4 HTTP/1.1 "
"18818","70.861092","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Neuschwanstein-Back.mp4 HTTP/1.1 "
"18829","70.881477","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Remember-The-Few.mp4 HTTP/1.1 "
"18839","70.896108","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Kinmundy-Loop.mp4 HTTP/1.1 "
"18856","70.932762","192.168.1.26","192.168.1.12","HTTP","150","HEAD /reservoir-warm-up.mp4 HTTP/1.1 "
"18857","70.932762","192.168.1.26","192.168.1.12","HTTP","138","HEAD /CCW-7.mp4 HTTP/1.1 "
"18884","70.961113","192.168.1.26","192.168.1.12","HTTP","140","HEAD /Kitries.mp4 HTTP/1.1 "
"18885","70.961119","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Return-To-Racing-ITT.mp4 HTTP/1.1 "
"18910","70.985895","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Windy-Commute.mp4 HTTP/1.1 "
"18911","70.985900","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Kittridge-On-Orbit-Bohlman.mp4 HTTP/1.1 "
"18933","71.009820","192.168.1.26","192.168.1.12","HTTP","139","HEAD /rhigos.mp4 HTTP/1.1 "
"18938","71.012569","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Kitz-Horn.mp4 HTTP/1.1 "
"18956","71.037048","192.168.1.26","192.168.1.12","HTTP","140","HEAD /cowgill.mp4 HTTP/1.1 "
"18963","71.050543","192.168.1.26","192.168.1.12","HTTP","146","HEAD /knatts-valley.mp4 HTTP/1.1 "
"18979","71.061834","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Ride-Around-Leys-Hill.mp4 HTTP/1.1 "
"18987","71.176061","192.168.1.26","192.168.1.12","HTTP","163","HEAD /Knysna-Brenton-Hills-Challenge.mp4 HTTP/1.1 "
"19003","71.190402","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Ride-Around-Usery.mp4 HTTP/1.1 "
"19015","71.203254","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Knysna-Buffelsbaai-to-Belvedere.mp4 HTTP/1.1 "
"19026","71.215671","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Ride-Home-to-Randers.mp4 HTTP/1.1 "
"19038","71.232243","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Knysna-East-Heads-to-Waterfront.mp4 HTTP/1.1 "
"19050","71.248611","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Rillito-Pantano.mp4 HTTP/1.1 "
"19060","71.259156","192.168.1.26","192.168.1.12","HTTP","176","HEAD /%20Knysna-Hills-Around-the-Lagoon-Challenge.mp4 HTTP/1.1 "
"19077","71.285885","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Knysna-Phantom-Pass.mp4 HTTP/1.1 "
"19079","71.285889","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Rio-Grande.mp4 HTTP/1.1 "
"19101","71.311702","192.168.1.26","192.168.1.12","HTTP","153","HEAD /river-mountains-loop.mp4 HTTP/1.1 "
"19103","71.311708","192.168.1.26","192.168.1.12","HTTP","167","HEAD /Knysna-to-Sedgefield-Lookout-Point.mp4 HTTP/1.1 "
"19124","71.346387","192.168.1.26","192.168.1.12","HTTP","146","HEAD /kona-complete.mp4 HTTP/1.1 "
"19125","71.346388","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Robin-Hoods-Bay.mp4 HTTP/1.1 "
"19146","71.386227","192.168.1.26","192.168.1.12","HTTP","143","HEAD /kona-1-125.mp4 HTTP/1.1 "
"19147","71.386230","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Rocacorba-CBR.mp4 HTTP/1.1 "
"19171","71.413580","192.168.1.26","192.168.1.12","HTTP","143","HEAD /kona-2-125.mp4 HTTP/1.1 "
"19172","71.413581","192.168.1.26","192.168.1.12","HTTP","143","HEAD /rockabilly.mp4 HTTP/1.1 "
"19194","71.446838","192.168.1.26","192.168.1.12","HTTP","143","HEAD /kona-3-125.mp4 HTTP/1.1 "
"19196","71.446841","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Tour-Du-Luberon-Short.mp4 HTTP/1.1 "
"19215","71.475708","192.168.1.26","192.168.1.12","HTTP","147","HEAD /new-kona-4-125.mp4 HTTP/1.1 "
"19218","71.475715","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Romney-Marshes.mp4 HTTP/1.1 "
"19241","71.508879","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Kreuzberg-Loop.mp4 HTTP/1.1 "
"19242","71.508883","192.168.1.26","192.168.1.12","HTTP","151","HEAD /Rosedale-to-Whitby.mp4 HTTP/1.1 "
"19262","71.543336","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Rovt-Under-Menina-Mountain.mp4 HTTP/1.1 "
"19264","71.543338","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Kreuzberg-VE-Loop.mp4 HTTP/1.1 "
"19288","71.574926","192.168.1.26","192.168.1.12","HTTP","157","HEAD /Rundlestone-and-Dartmeet.mp4 HTTP/1.1 "
"19289","71.574928","192.168.1.26","192.168.1.12","HTTP","150","HEAD /LaLei-Krzbg-audio.mp4 HTTP/1.1 "
"19312","71.599323","192.168.1.26","192.168.1.12","HTTP","170","HEAD /Kriskios-from-the-Messinian-Bay-Hotel.mp4 HTTP/1.1 "
"19313","71.599326","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Ride-Rural-Devon-Loop.mp4 HTTP/1.1 "
"19335","71.622260","192.168.1.26","192.168.1.12","HTTP","166","HEAD /Kufstein-Tatzelwurm-Bayrisch-Zell.mp4 HTTP/1.1 "
"19336","71.622261","192.168.1.26","192.168.1.12","HTTP","152","HEAD /Valley-Of-The-Tears.mp4 HTTP/1.1 "
"19357","71.647727","192.168.1.26","192.168.1.12","HTTP","139","HEAD /froome.mp4 HTTP/1.1 "
"19358","71.647732","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Tour_de_Victoria.mp4 HTTP/1.1 "
"19380","71.673495","192.168.1.26","192.168.1.12","HTTP","148","HEAD /EtapeDuTour2017.mp4 HTTP/1.1 "
"19382","71.673496","192.168.1.26","192.168.1.12","HTTP","143","HEAD /rye-runden.mp4 HTTP/1.1 "
"19407","71.704726","192.168.1.26","192.168.1.12","HTTP","168","HEAD /Mulholland-Hwy-Climb-from-the-coast.mp4 HTTP/1.1 "
"19408","71.704731","192.168.1.26","192.168.1.12","HTTP","142","HEAD /la-barade.mp4 HTTP/1.1 "
"19431","71.731983","192.168.1.26","192.168.1.12","HTTP","151","HEAD /La-bascula-el-vino.mp4 HTTP/1.1 "
"19432","71.731987","192.168.1.26","192.168.1.12","HTTP","142","HEAD /Rockstore.mp4 HTTP/1.1 "
"19452","71.751225","192.168.1.26","192.168.1.12","HTTP","146","HEAD /sa-calobra-19.mp4 HTTP/1.1 "
"19457","71.754412","192.168.1.26","192.168.1.12","HTTP","148","HEAD /La-Cannibalette.mp4 HTTP/1.1 "
"19476","71.774281","192.168.1.26","192.168.1.12","HTTP","146","HEAD /sa-calobra-19.mp4 HTTP/1.1 "
"19481","71.775234","192.168.1.26","192.168.1.12","HTTP","151","HEAD /lac-de-cap-de-long.mp4 HTTP/1.1 "
"19499","71.801949","192.168.1.26","192.168.1.12","HTTP","142","HEAD /covadonga.mp4 HTTP/1.1 "
"19502","71.801957","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Cactus-Loop.mp4 HTTP/1.1 "
"19524","71.822878","192.168.1.26","192.168.1.12","HTTP","155","HEAD /Canada-2021-Time-Trial.mp4 HTTP/1.1 "
"19525","71.822879","192.168.1.26","192.168.1.12","HTTP","144","HEAD /laguna-seca.mp4 HTTP/1.1 "
"19547","71.844714","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Canberra-Ride.mp4 HTTP/1.1 "
"19548","71.844715","192.168.1.26","192.168.1.12","HTTP","164","HEAD /Saline-Knockhill-Anti-Clockwise.mp4 HTTP/1.1 "
"19573","71.867596","192.168.1.26","192.168.1.12","HTTP","159","HEAD /Saline-Knockhill-Clockwise.mp4 HTTP/1.1 "
"19574","71.867597","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Lake-Del-Valle.mp4 HTTP/1.1 "
"19599","71.897429","192.168.1.26","192.168.1.12","HTTP","144","HEAD /Lake-George.mp4 HTTP/1.1 "
"19600","71.897432","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Sammaish-River-Trial.mp4 HTTP/1.1 "
"19623","71.926955","192.168.1.26","192.168.1.12","HTTP","165","HEAD /Sams-Creek-MD-Farmland-In-Spring.mp4 HTTP/1.1 "
"19624","71.926958","192.168.1.26","192.168.1.12","HTTP","141","HEAD /Hamanako.mp4 HTTP/1.1 "
"19644","71.948382","192.168.1.26","192.168.1.12","HTTP","152","HEAD /san-fran-waterfront.mp4 HTTP/1.1 "
"19650","71.954546","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Lake-Placid-to-Keene.mp4 HTTP/1.1 "
"19670","71.971863","192.168.1.26","192.168.1.12","HTTP","143","HEAD /CycloCross.mp4 HTTP/1.1 "
"19674","71.972822","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Lands-End-to-St-Ives.mp4 HTTP/1.1 "
"19694","72.000903","192.168.1.26","192.168.1.12","HTTP","143","HEAD /laproz-mar.mp4 HTTP/1.1 "
"19695","72.000910","192.168.1.26","192.168.1.12","HTTP","143","HEAD /San-Miguel.mp4 HTTP/1.1 "
"19718","72.019322","192.168.1.26","192.168.1.12","HTTP","165","HEAD /Sandy-Point-Fish-Creek-Loop-REAL.mp4 HTTP/1.1 "
"19722","72.022798","192.168.1.26","192.168.1.12","HTTP","142","HEAD /LarryRide.mp4 HTTP/1.1 "
"19741","72.050857","192.168.1.26","192.168.1.12","HTTP","143","HEAD /las-flores.mp4 HTTP/1.1 "
"19746","72.053035","192.168.1.26","192.168.1.12","HTTP","145","HEAD /Sant-Antonio.mp4 HTTP/1.1 "
"19764","72.071225","192.168.1.26","192.168.1.12","HTTP","146","HEAD /Sant-Salvador.mp4 HTTP/1.1 "
"19770","72.175245","192.168.1.26","192.168.1.12","HTTP","142","HEAD /latigo-19.mp4 HTTP/1.1 "
"19784","72.185278","192.168.1.26","192.168.1.12","HTTP","157","HEAD /santa-barbara-waterfront.mp4 HTTP/1.1 "
"19799","72.206176","192.168.1.26","192.168.1.12","HTTP","162","HEAD /Lavenham-And-The-Stour-Valley.mp4 HTTP/1.1 "
"19805","72.209605","192.168.1.26","192.168.1.12","HTTP","148","HEAD /7-min-hill-loop.mp4 HTTP/1.1 "
"19824","72.225791","192.168.1.26","192.168.1.12","HTTP","150","HEAD /Lefthand-Lee-Hill.mp4 HTTP/1.1 "
"19830","72.228444","192.168.1.26","192.168.1.12","HTTP","146","HEAD /corral-canyon.mp4 HTTP/1.1 "
"19855","72.255681","192.168.1.26","192.168.1.12","HTTP","146","HEAD /hidden-valley.mp4 HTTP/1.1 "
"19856","72.255682","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Bluebonnet-Trail.mp4 HTTP/1.1 "
"19879","72.280671","192.168.1.26","192.168.1.12","HTTP","163","HEAD /Leith-Hill-and-White-Down-Lane.mp4 HTTP/1.1 "
"19880","72.280674","192.168.1.26","192.168.1.12","HTTP","138","HEAD /puima.mp4 HTTP/1.1 "
"19902","72.309909","192.168.1.26","192.168.1.12","HTTP","139","HEAD /rambla.mp4 HTTP/1.1 "
"19907","72.316040","192.168.1.26","192.168.1.12","HTTP","148","HEAD /Ardeche-Rit-NEW.mp4 HTTP/1.1 "
"19924","72.329277","192.168.1.26","192.168.1.12","HTTP","142","HEAD /rockstore.mp4 HTTP/1.1 "
"19939","72.347436","192.168.1.26","192.168.1.12","HTTP","158","HEAD /les-lacets-de-montvernier.mp4 HTTP/1.1 "
"19956","72.366429","192.168.1.26","192.168.1.12","HTTP","148","HEAD /stunt-revisited.mp4 HTTP/1.1 "
"19962","72.372458","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Lindau-Pfander-audio.mp4 HTTP/1.1 "
"19980","72.392041","192.168.1.26","192.168.1.12","HTTP","144","HEAD /yerba-buena.mp4 HTTP/1.1 "
"19985","72.400852","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Full-Cayman-Island-Ride.mp4 HTTP/1.1 "
"20002","72.422022","192.168.1.26","192.168.1.12","HTTP","137","HEAD /mad7.mp4 HTTP/1.1 "
"20009","72.425787","192.168.1.26","192.168.1.12","HTTP","160","HEAD /Little-Cayman-Eastern-Parts.mp4 HTTP/1.1 "
"20027","72.444197","192.168.1.26","192.168.1.12","HTTP","139","HEAD /sdT-DH.mp4 HTTP/1.1 "
"20031","72.448774","192.168.1.26","192.168.1.12","HTTP","153","HEAD /Liege-Bastogne-Liege.mp4 HTTP/1.1 "
"20056","72.471247","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Llandegla-Medley.mp4 HTTP/1.1 "
"20057","72.471250","192.168.1.26","192.168.1.12","HTTP","137","HEAD /mad6.mp4 HTTP/1.1 "
"20081","72.496730","192.168.1.26","192.168.1.12","HTTP","143","HEAD /llangynidr.mp4 HTTP/1.1 "
"20082","72.496735","192.168.1.26","192.168.1.12","HTTP","143","HEAD /Sarbachtal.mp4 HTTP/1.1 "
"20104","72.520787","192.168.1.26","192.168.1.12","HTTP","145","HEAD /loch-katrine.mp4 HTTP/1.1 "
"20105","72.520788","192.168.1.26","192.168.1.12","HTTP","156","HEAD /Sattelegg-Bridge-to-Top.mp4 HTTP/1.1 "
"20131","72.542467","192.168.1.26","192.168.1.12","HTTP","154","HEAD /Long-Course-Road-Race.mp4 HTTP/1.1 "
"20132","72.542470","192.168.1.26","192.168.1.12","HTTP","158","HEAD /marin-headlands-adventure.mp4 HTTP/1.1 "
"20151","72.563050","192.168.1.26","192.168.1.12","HTTP","147","HEAD /Long-Course-TT.mp4 HTTP/1.1 "
"20158","72.572244","192.168.1.26","192.168.1.12","HTTP","142","HEAD /sausalito.mp4 HTTP/1.1 "
"20175","72.584496","192.168.1.26","192.168.1.12","HTTP","149","HEAD /Lookout-Mountain.mp4 HTTP/1.1 "
"20182","72.591456","192.168.1.26","192.168.1.12","HTTP","147","HEAD /sawmill-ravine.mp4 HTTP/1.1 "
"20200","72.616756","192.168.1.26","192.168.1.12","HTTP","144","HEAD /lorne-climb.mp4 HTTP/1.1 "
